window,market,code,name,cat,strategy,priceChange,return,maxDrawdown,sharpe,tradeCount,ok,err
W2,A,601398,"工商银行",A大盘,trend2,9.30,-2.83,2.83,-2.57,2,true,
W2,A,002241,"歌尔股份",A中盘,trend,44.03,45.62,24.61,2.70,12,true,
W1,A,600438,"通威股份",A中盘,trend5,-23.62,-4.73,10.01,-0.19,4,true,
W2,A,002241,"歌尔股份",A中盘,trend2,44.03,20.96,2.22,1.68,6,true,
W1,A,002714,"牧原股份",A中盘,trend6,-23.26,-3.44,3.44,-1.03,2,true,
W2,A,601398,"工商银行",A大盘,trend3,9.30,11.93,0.00,1.71,2,true,
W2,A,002714,"牧原股份",A中盘,trend,40.36,16.02,12.27,1.58,12,true,
W1,A,600438,"通威股份",A中盘,trend6,-23.62,-2.68,10.01,-0.05,4,true,
W2,A,002241,"歌尔股份",A中盘,trend3,44.03,31.91,24.19,1.90,4,true,
W2,A,600438,"通威股份",A中盘,trend,16.52,15.54,14.74,1.18,6,true,
W2,A,601398,"工商银行",A大盘,trend5,9.30,10.99,0.00,1.58,2,true,
W2,A,002714,"牧原股份",A中盘,trend2,40.36,-8.52,4.45,-2.19,6,true,
W2,A,601398,"工商银行",A大盘,trend6,9.30,7.01,2.03,1.17,6,true,
W2,A,002241,"歌尔股份",A中盘,trend5,44.03,31.41,23.90,2.07,4,true,
W2,A,600438,"通威股份",A中盘,trend2,16.52,10.85,12.33,0.96,4,true,
W2,A,002241,"歌尔股份",A中盘,trend6,44.03,26.02,23.32,1.83,6,true,
W2,A,002714,"牧原股份",A中盘,trend3,40.36,17.21,9.21,1.42,6,true,
W3,A,601398,"工商银行",A大盘,trend,6.79,1.69,7.46,0.45,8,true,
W2,A,002714,"牧原股份",A中盘,trend5,40.36,26.19,4.89,1.93,4,true,
W2,A,600438,"通威股份",A中盘,trend3,16.52,2.26,0.00,0.30,2,true,
W3,A,002241,"歌尔股份",A中盘,trend,-39.15,-16.73,9.48,-2.22,8,true,
W2,A,600438,"通威股份",A中盘,trend5,16.52,-1.91,1.01,-0.07,4,true,
W3,A,601398,"工商银行",A大盘,trend2,6.79,1.29,0.00,0.45,2,true,
W2,A,002714,"牧原股份",A中盘,trend6,40.36,12.35,3.35,1.13,8,true,
W3,A,601398,"工商银行",A大盘,trend3,6.79,-0.64,0.64,-0.09,2,true,
W3,A,002241,"歌尔股份",A中盘,trend2,-39.15,-7.05,3.20,-1.29,12,true,
W2,A,600438,"通威股份",A中盘,trend6,16.52,-0.69,1.01,0.04,4,true,
W3,A,002241,"歌尔股份",A中盘,trend3,-39.15,-19.29,19.29,-2.46,2,true,
W3,A,002714,"牧原股份",A中盘,trend,-17.44,-3.32,2.24,-0.79,4,true,
W3,A,601398,"工商银行",A大盘,trend5,6.79,-0.65,0.65,-0.12,2,true,
W3,A,002714,"牧原股份",A中盘,trend2,-17.44,-7.25,3.33,-2.72,10,true,
W3,A,600438,"通威股份",A中盘,trend,-25.69,-8.36,4.01,-1.33,8,true,
W3,A,002241,"歌尔股份",A中盘,trend5,-39.15,-15.70,15.70,-2.07,2,true,
W3,A,600438,"通威股份",A中盘,trend2,-25.69,-4.04,3.62,-0.51,4,true,
W3,A,601398,"工商银行",A大盘,trend6,6.79,1.56,0.00,0.48,2,true,
W3,A,002714,"牧原股份",A中盘,trend3,-17.44,0.00,0.00,0.00,0,true,
W4,A,601398,"工商银行",A大盘,trend,-5.55,-2.48,3.80,-0.50,8,true,
W3,A,002241,"歌尔股份",A中盘,trend6,-39.15,-15.70,15.70,-2.07,2,true,
W3,A,600438,"通威股份",A中盘,trend3,-25.69,-6.77,6.77,-0.41,2,true,
W4,A,002241,"歌尔股份",A中盘,trend,-21.76,-7.69,2.77,-0.75,12,true,
W3,A,002714,"牧原股份",A中盘,trend5,-17.44,0.00,0.00,0.00,0,true,
W4,A,601398,"工商银行",A大盘,trend2,-5.55,-0.23,2.75,-0.04,4,true,
W3,A,002714,"牧原股份",A中盘,trend6,-17.44,0.00,0.00,0.00,0,true,
W3,A,600438,"通威股份",A中盘,trend5,-25.69,-5.74,5.74,-0.32,2,true,
W4,A,002241,"歌尔股份",A中盘,trend2,-21.76,-13.38,11.16,-2.43,6,true,
W3,A,600438,"通威股份",A中盘,trend6,-25.69,-8.83,7.80,-0.88,4,true,
W4,A,601398,"工商银行",A大盘,trend3,-5.55,-7.97,7.97,-2.98,2,true,
W4,A,002714,"牧原股份",A中盘,trend,-31.41,-1.10,1.10,-0.32,2,true,
W4,A,601398,"工商银行",A大盘,trend5,-5.55,-4.63,4.63,-2.21,2,true,
W4,A,002241,"歌尔股份",A中盘,trend3,-21.76,-10.96,10.96,-1.13,2,true,
W4,A,600438,"通威股份",A中盘,trend,-39.44,-3.36,3.36,-2.06,2,true,
W4,A,002241,"歌尔股份",A中盘,trend5,-21.76,0.00,0.00,0.00,0,true,
W4,A,002714,"牧原股份",A中盘,trend2,-31.41,-2.92,1.69,-1.59,6,true,
W4,A,601398,"工商银行",A大盘,trend6,-5.55,-4.63,4.63,-2.21,2,true,
W4,A,002714,"牧原股份",A中盘,trend3,-31.41,0.00,0.00,0.00,0,true,
W4,A,600438,"通威股份",A中盘,trend2,-39.44,1.59,0.00,0.55,2,true,
W4,A,002241,"歌尔股份",A中盘,trend6,-21.76,0.00,0.00,0.00,0,true,
W4,A,600438,"通威股份",A中盘,trend3,-39.44,0.00,0.00,0.00,0,true,
W1,A,601633,"长城汽车",A中盘,trend,-23.23,-22.29,12.25,-2.77,10,true,
W4,A,002714,"牧原股份",A中盘,trend5,-31.41,0.00,0.00,0.00,0,true,
W1,A,601633,"长城汽车",A中盘,trend2,-23.23,-15.60,12.25,-2.20,6,true,
W1,A,000568,"泸州老窖",A中盘,trend,-20.60,-8.32,16.22,-0.61,6,true,
W4,A,600438,"通威股份",A中盘,trend5,-39.44,0.00,0.00,0.00,0,true,
W1,A,000568,"泸州老窖",A中盘,trend2,-20.60,-11.16,16.22,-0.90,8,true,
W4,A,002714,"牧原股份",A中盘,trend6,-31.41,0.00,0.00,0.00,0,true,
W1,A,601633,"长城汽车",A中盘,trend3,-23.23,-24.12,12.25,-2.54,6,true,
W4,A,600438,"通威股份",A中盘,trend6,-39.44,0.00,0.00,0.00,0,true,
W1,A,000568,"泸州老窖",A中盘,trend3,-20.60,-25.82,12.01,-3.43,6,true,
W1,A,600309,"万华化学",A中盘,trend,-33.83,-20.53,12.80,-2.84,6,true,
W1,A,601633,"长城汽车",A中盘,trend5,-23.23,-17.15,9.56,-2.63,4,true,
W1,A,603259,"药明康德",A中盘,trend,19.56,-20.18,13.84,-1.80,16,true,
W1,A,000568,"泸州老窖",A中盘,trend5,-20.60,-19.88,12.01,-3.87,4,true,
W1,A,600309,"万华化学",A中盘,trend2,-33.83,-17.65,12.80,-2.41,6,true,
W1,A,601633,"长城汽车",A中盘,trend6,-23.23,-12.96,8.39,-2.17,4,true,
W1,A,603259,"药明康德",A中盘,trend2,19.56,-16.42,13.84,-1.41,8,true,
W1,A,000568,"泸州老窖",A中盘,trend6,-20.60,-13.07,8.33,-3.30,4,true,
W1,A,603259,"药明康德",A中盘,trend3,19.56,-31.14,13.84,-2.50,10,true,
W1,A,600309,"万华化学",A中盘,trend3,-33.83,-12.80,12.80,-1.82,2,true,
W2,A,601633,"长城汽车",A中盘,trend,-3.72,-0.41,2.11,-0.13,4,true,
W1,A,600309,"万华化学",A中盘,trend5,-33.83,0.00,0.00,0.00,0,true,
W2,A,000568,"泸州老窖",A中盘,trend,5.49,3.30,7.41,0.46,14,true,
W1,A,603259,"药明康德",A中盘,trend5,19.56,-26.67,11.32,-2.18,10,true,
W2,A,601633,"长城汽车",A中盘,trend2,-3.72,1.53,1.00,0.39,6,true,
W1,A,600309,"万华化学",A中盘,trend6,-33.83,0.00,0.00,0.00,0,true,
W2,A,000568,"泸州老窖",A中盘,trend2,5.49,4.71,12.05,0.73,6,true,
W1,A,603259,"药明康德",A中盘,trend6,19.56,-22.16,11.32,-1.81,10,true,
W2,A,601633,"长城汽车",A中盘,trend3,-3.72,6.41,0.00,0.89,2,true,
W2,A,603259,"药明康德",A中盘,trend,71.40,37.87,31.69,2.38,10,true,
W2,A,600309,"万华化学",A中盘,trend,0.14,8.92,10.84,1.05,8,true,
W2,A,000568,"泸州老窖",A中盘,trend3,5.49,2.71,0.00,0.42,2,true,
W2,A,600309,"万华化学",A中盘,trend2,0.14,-1.53,5.39,-0.19,8,true,
W2,A,601633,"长城汽车",A中盘,trend5,-3.72,-0.04,0.04,0.04,2,true,
W2,A,603259,"药明康德",A中盘,trend2,71.40,30.59,4.51,2.55,10,true,
W2,A,601633,"长城汽车",A中盘,trend6,-3.72,-0.04,0.04,0.04,2,true,
W2,A,000568,"泸州老窖",A中盘,trend5,5.49,0.94,0.00,0.20,2,true,
W2,A,600309,"万华化学",A中盘,trend3,0.14,5.79,0.00,0.69,2,true,
W2,A,000568,"泸州老窖",A中盘,trend6,5.49,5.84,0.00,0.84,2,true,
W2,A,603259,"药明康德",A中盘,trend3,71.40,75.96,0.00,2.95,2,true,
W3,A,601633,"长城汽车",A中盘,trend,-16.44,-3.07,2.16,-1.94,4,true,
W2,A,603259,"药明康德",A中盘,trend5,71.40,60.12,0.30,2.56,4,true,
W2,A,600309,"万华化学",A中盘,trend5,0.14,0.47,0.00,0.14,2,true,
W3,A,000568,"泸州老窖",A中盘,trend,-17.41,-11.69,5.02,-2.23,6,true,
W2,A,600309,"万华化学",A中盘,trend6,0.14,2.65,0.00,0.45,2,true,
W3,A,601633,"长城汽车",A中盘,trend2,-16.44,-1.07,1.07,-1.47,2,true,
W2,A,603259,"药明康德",A中盘,trend6,71.40,34.32,22.14,1.77,8,true,
W3,A,601633,"长城汽车",A中盘,trend3,-16.44,0.00,0.00,0.00,0,true,
W3,A,000568,"泸州老窖",A中盘,trend2,-17.41,0.00,0.00,0.00,0,true,
W3,A,600309,"万华化学",A中盘,trend,24.93,-9.45,15.36,-0.67,18,true,
W3,A,000568,"泸州老窖",A中盘,trend3,-17.41,-6.94,6.94,-2.27,2,true,
W3,A,603259,"药明康德",A中盘,trend,-7.44,8.21,4.42,1.18,6,true,
W3,A,601633,"长城汽车",A中盘,trend5,-16.44,0.00,0.00,0.00,0,true,
W3,A,603259,"药明康德",A中盘,trend2,-7.44,5.55,9.12,0.68,8,true,
W3,A,601633,"长城汽车",A中盘,trend6,-16.44,0.00,0.00,0.00,0,true,
W3,A,600309,"万华化学",A中盘,trend2,24.93,5.37,5.10,0.90,4,true,
W3,A,000568,"泸州老窖",A中盘,trend5,-17.41,-6.78,6.78,-2.52,2,true,
W4,A,601633,"长城汽车",A中盘,trend,-20.42,-3.72,2.16,-2.23,4,true,
W3,A,600309,"万华化学",A中盘,trend3,24.93,13.75,0.00,1.03,2,true,
W3,A,603259,"药明康德",A中盘,trend3,-7.44,-22.49,15.22,-3.55,4,true,
W3,A,600309,"万华化学",A中盘,trend5,24.93,13.60,0.00,1.03,2,true,
W3,A,000568,"泸州老窖",A中盘,trend6,-17.41,-5.87,5.87,-2.23,2,true,
W4,A,601633,"长城汽车",A中盘,trend2,-20.42,-1.48,1.48,-1.57,2,true,
W4,A,000568,"泸州老窖",A中盘,trend,-31.38,-3.36,3.36,-1.06,2,true,
W3,A,603259,"药明康德",A中盘,trend5,-7.44,-17.67,11.79,-2.96,4,true,
W3,A,600309,"万华化学",A中盘,trend6,24.93,8.25,16.84,0.79,6,true,
W3,A,603259,"药明康德",A中盘,trend6,-7.44,-13.49,7.31,-2.54,4,true,
W4,A,601633,"长城汽车",A中盘,trend3,-20.42,0.00,0.00,0.00,0,true,
W4,A,000568,"泸州老窖",A中盘,trend2,-31.38,0.00,0.00,0.00,0,true,
W4,A,601633,"长城汽车",A中盘,trend5,-20.42,0.00,0.00,0.00,0,true,
W4,A,600309,"万华化学",A中盘,trend,-10.13,-14.85,6.71,-1.75,10,true,
W4,A,603259,"药明康德",A中盘,trend,2.49,-7.98,4.99,-0.93,10,true,
W4,A,600309,"万华化学",A中盘,trend2,-10.13,7.61,0.00,1.74,2,true,
W4,A,000568,"泸州老窖",A中盘,trend3,-31.38,0.00,0.00,0.00,0,true,
W4,A,601633,"长城汽车",A中盘,trend6,-20.42,0.00,0.00,0.00,0,true,
W4,A,000568,"泸州老窖",A中盘,trend5,-31.38,0.00,0.00,0.00,0,true,
W4,A,603259,"药明康德",A中盘,trend2,2.49,-5.19,11.50,-0.73,6,true,
W4,A,600309,"万华化学",A中盘,trend3,-10.13,-7.77,7.77,-0.60,2,true,
W4,A,603259,"药明康德",A中盘,trend3,2.49,-15.74,8.58,-1.57,4,true,
W1,A,002460,"赣锋锂业",A中盘,trend,-10.38,-12.31,18.14,-0.59,14,true,
W4,A,000568,"泸州老窖",A中盘,trend6,-31.38,0.00,0.00,0.00,0,true,
W1,A,002460,"赣锋锂业",A中盘,trend2,-10.38,-26.59,18.72,-3.35,8,true,
W4,A,600309,"万华化学",A中盘,trend5,-10.13,-1.79,1.79,-0.05,2,true,
W4,A,603259,"药明康德",A中盘,trend5,2.49,-19.07,6.94,-3.07,6,true,
W4,A,600309,"万华化学",A中盘,trend6,-10.13,-12.11,6.71,-1.59,6,true,
W1,A,600406,"国电南瑞",A中盘,trend,-27.57,-9.95,7.21,-2.31,6,true,
W1,A,002460,"赣锋锂业",A中盘,trend3,-10.38,-12.80,16.73,-0.85,4,true,
W1,A,600406,"国电南瑞",A中盘,trend2,-27.57,-15.45,7.21,-3.62,10,true,
W4,A,603259,"药明康德",A中盘,trend6,2.49,-19.07,6.94,-3.07,6,true,
W1,A,300015,"爱尔眼科",A中盘,trend,-30.50,-36.71,27.48,-2.57,14,true,
W1,A,002230,"科大讯飞",A中盘,trend,-1.70,-13.39,11.95,-0.85,14,true,
W1,A,002460,"赣锋锂业",A中盘,trend5,-10.38,-7.16,10.03,-0.26,4,true,
W1,A,600406,"国电南瑞",A中盘,trend3,-27.57,-9.91,9.91,-1.29,2,true,
W1,A,002460,"赣锋锂业",A中盘,trend6,-10.38,-0.13,10.03,0.17,4,true,
W1,A,300015,"爱尔眼科",A中盘,trend2,-30.50,-30.00,27.48,-2.25,6,true,
W1,A,002230,"科大讯飞",A中盘,trend2,-1.70,-15.96,12.05,-2.29,8,true,
W1,A,300015,"爱尔眼科",A中盘,trend3,-30.50,-29.50,18.35,-2.31,4,true,
W1,A,600406,"国电南瑞",A中盘,trend5,-27.57,-7.87,7.87,-2.36,2,true,
W2,A,002460,"赣锋锂业",A中盘,trend,80.76,36.88,12.41,2.12,16,true,
W1,A,600406,"国电南瑞",A中盘,trend6,-27.57,-7.21,7.21,-2.18,2,true,
W1,A,002230,"科大讯飞",A中盘,trend3,-1.70,-4.54,6.62,-0.14,4,true,
W1,A,300015,"爱尔眼科",A中盘,trend5,-30.50,-29.50,18.35,-2.31,4,true,
W1,A,002230,"科大讯飞",A中盘,trend5,-1.70,-12.61,11.38,-0.91,6,true,
W2,A,002460,"赣锋锂业",A中盘,trend2,80.76,20.26,5.78,1.32,12,true,
W2,A,600406,"国电南瑞",A中盘,trend,7.79,-5.97,3.12,-1.19,10,true,
W2,A,002460,"赣锋锂业",A中盘,trend3,80.76,62.09,0.00,2.86,4,true,
W1,A,300015,"爱尔眼科",A中盘,trend6,-30.50,-25.43,18.35,-2.00,4,true,
W1,A,002230,"科大讯飞",A中盘,trend6,-1.70,-9.67,8.40,-0.70,6,true,
W2,A,300015,"爱尔眼科",A中盘,trend,-6.35,2.13,3.55,0.54,4,true,
W2,A,600406,"国电南瑞",A中盘,trend2,7.79,-0.53,0.93,-0.63,4,true,
W2,A,002460,"赣锋锂业",A中盘,trend5,80.76,72.76,0.00,3.09,2,true,
W2,A,600406,"国电南瑞",A中盘,trend3,7.79,-3.93,6.04,-1.11,4,true,
W2,A,002230,"科大讯飞",A中盘,trend,17.85,2.17,5.35,0.36,18,true,
W2,A,300015,"爱尔眼科",A中盘,trend2,-6.35,-1.72,1.16,-1.53,4,true,
W2,A,002230,"科大讯飞",A中盘,trend2,17.85,4.19,4.34,1.62,4,true,
W2,A,002460,"赣锋锂业",A中盘,trend6,80.76,53.14,0.00,2.60,4,true,
W2,A,600406,"国电南瑞",A中盘,trend5,7.79,2.25,0.00,1.43,2,true,
W3,A,002460,"赣锋锂业",A中盘,trend,22.33,-15.16,5.69,-0.92,16,true,
W2,A,300015,"爱尔眼科",A中盘,trend3,-6.35,-5.56,5.56,-1.24,2,true,
W2,A,002230,"科大讯飞",A中盘,trend3,17.85,16.97,0.00,1.57,2,true,
W2,A,600406,"国电南瑞",A中盘,trend6,7.79,2.25,0.00,1.43,2,true,
W3,A,002460,"赣锋锂业",A中盘,trend2,22.33,-11.50,7.82,-1.47,6,true,
W2,A,300015,"爱尔眼科",A中盘,trend5,-6.35,-1.28,1.28,-0.32,2,true,
W2,A,002230,"科大讯飞",A中盘,trend5,17.85,16.97,0.00,1.57,2,true,
W3,A,600406,"国电南瑞",A中盘,trend,13.39,17.57,9.13,1.51,12,true,
W3,A,002460,"赣锋锂业",A中盘,trend3,22.33,-25.75,12.63,-1.27,6,true,
W2,A,300015,"爱尔眼科",A中盘,trend6,-6.35,-1.28,1.28,-0.32,2,true,
W3,A,002460,"赣锋锂业",A中盘,trend5,22.33,-32.14,18.97,-1.82,8,true,
W2,A,002230,"科大讯飞",A中盘,trend6,17.85,-0.18,3.18,0.05,6,true,
W3,A,600406,"国电南瑞",A中盘,trend2,13.39,-2.29,4.63,-0.31,10,true,
W3,A,002230,"科大讯飞",A中盘,trend,-16.65,-1.15,7.08,-0.03,6,true,
W3,A,300015,"爱尔眼科",A中盘,trend,-20.90,-3.23,3.23,-1.78,2,true,
W3,A,002460,"赣锋锂业",A中盘,trend6,22.33,-19.07,11.38,-1.03,8,true,
W3,A,300015,"爱尔眼科",A中盘,trend2,-20.90,-0.28,1.11,-0.07,6,true,
W3,A,600406,"国电南瑞",A中盘,trend3,13.39,6.67,0.47,0.71,4,true,
W3,A,002230,"科大讯飞",A中盘,trend2,-16.65,-6.47,11.30,-0.69,4,true,
W3,A,600406,"国电南瑞",A中盘,trend5,13.39,-0.27,4.53,0.08,6,true,
W4,A,002460,"赣锋锂业",A中盘,trend,1.02,-8.20,15.74,-0.47,14,true,
W3,A,300015,"爱尔眼科",A中盘,trend3,-20.90,0.00,0.00,0.00,0,true,
W4,A,002460,"赣锋锂业",A中盘,trend2,1.02,-11.00,7.75,-1.10,8,true,
W3,A,002230,"科大讯飞",A中盘,trend3,-16.65,-21.18,13.92,-2.30,4,true,
W3,A,600406,"国电南瑞",A中盘,trend6,13.39,0.70,4.53,0.18,6,true,
W3,A,002230,"科大讯飞",A中盘,trend5,-16.65,-16.98,11.30,-2.78,4,true,
W3,A,300015,"爱尔眼科",A中盘,trend5,-20.90,0.00,0.00,0.00,0,true,
W4,A,002460,"赣锋锂业",A中盘,trend3,1.02,-14.39,12.63,-0.93,4,true,
W3,A,300015,"爱尔眼科",A中盘,trend6,-20.90,0.00,0.00,0.00,0,true,
W4,A,600406,"国电南瑞",A中盘,trend,-3.11,6.38,17.27,0.77,10,true,
W3,A,002230,"科大讯飞",A中盘,trend6,-16.65,-16.98,11.30,-2.78,4,true,
W4,A,600406,"国电南瑞",A中盘,trend2,-3.11,-1.79,4.12,-0.26,6,true,
W4,A,002460,"赣锋锂业",A中盘,trend5,1.02,-14.39,12.63,-0.93,4,true,
W4,A,300015,"爱尔眼科",A中盘,trend,-28.58,-7.19,4.09,-2.61,4,true,
W4,A,002460,"赣锋锂业",A中盘,trend6,1.02,-9.89,5.92,-0.78,6,true,
W4,A,002230,"科大讯飞",A中盘,trend,-30.17,-7.06,3.71,-1.49,4,true,
W4,A,600406,"国电南瑞",A中盘,trend3,-3.11,7.18,0.00,1.00,2,true,
W4,A,002230,"科大讯飞",A中盘,trend2,-30.17,-8.03,4.87,-1.67,6,true,
W4,A,300015,"爱尔眼科",A中盘,trend2,-28.58,11.48,0.00,2.07,2,true,
W1,A,000725,"京东方A",A中盘,trend,-14.96,-11.77,12.35,-1.18,14,true,
W4,A,300015,"爱尔眼科",A中盘,trend3,-28.58,0.00,0.00,0.00,0,true,
W4,A,600406,"国电南瑞",A中盘,trend5,-3.11,6.15,0.00,0.86,2,true,
W4,A,002230,"科大讯飞",A中盘,trend3,-30.17,-8.44,8.44,-1.15,2,true,
W4,A,600406,"国电南瑞",A中盘,trend6,-3.11,7.18,0.00,1.00,2,true,
W1,A,000725,"京东方A",A中盘,trend2,-14.96,-15.28,12.35,-1.94,8,true,
W4,A,300015,"爱尔眼科",A中盘,trend5,-28.58,0.00,0.00,0.00,0,true,
W1,A,000725,"京东方A",A中盘,trend3,-14.96,-16.27,11.49,-2.45,4,true,
W4,A,002230,"科大讯飞",A中盘,trend5,-30.17,-6.40,6.40,-1.72,2,true,
W1,A,300274,"阳光电源",A小盘,trend,-38.49,-19.22,19.22,-1.58,4,true,
W4,A,002230,"科大讯飞",A中盘,trend6,-30.17,-6.40,6.40,-1.72,2,true,
W4,A,300015,"爱尔眼科",A中盘,trend6,-28.58,0.00,0.00,0.00,0,true,
W1,A,000725,"京东方A",A中盘,trend5,-14.96,0.00,0.00,0.00,0,true,
W1,A,688111,"金山办公",A小盘,trend,-7.59,-10.92,22.34,-0.34,10,true,
W1,A,300274,"阳光电源",A小盘,trend2,-38.49,-6.08,3.74,-1.14,6,true,
W1,A,688981,"中芯国际",A小盘,trend,20.16,22.31,25.53,1.10,10,true,
W1,A,300274,"阳光电源",A小盘,trend3,-38.49,-17.24,17.24,-1.46,2,true,
W1,A,000725,"京东方A",A中盘,trend6,-14.96,0.00,0.00,0.00,0,true,
W1,A,688111,"金山办公",A小盘,trend2,-7.59,5.73,19.93,0.49,6,true,
W2,A,000725,"京东方A",A中盘,trend,1.23,-4.81,3.21,-1.19,18,true,
W1,A,688981,"中芯国际",A小盘,trend2,20.16,13.74,19.97,0.79,4,true,
W1,A,300274,"阳光电源",A小盘,trend5,-38.49,-17.24,17.24,-1.46,2,true,
W1,A,688981,"中芯国际",A小盘,trend3,20.16,-21.93,17.18,-0.92,6,true,
W1,A,688111,"金山办公",A小盘,trend3,-7.59,-26.81,17.11,-1.15,6,true,
W2,A,000725,"京东方A",A中盘,trend2,1.23,-0.53,0.53,-1.16,2,true,
W1,A,688111,"金山办公",A小盘,trend5,-7.59,-5.19,3.70,-0.10,4,true,
W1,A,300274,"阳光电源",A小盘,trend6,-38.49,-17.24,17.24,-1.46,2,true,
W1,A,688981,"中芯国际",A小盘,trend5,20.16,-29.56,12.88,-1.92,10,true,
W2,A,300274,"阳光电源",A小盘,trend,140.28,31.62,12.76,1.59,20,true,
W2,A,000725,"京东方A",A中盘,trend3,1.23,-1.26,0.77,-0.17,4,true,
W1,A,688111,"金山办公",A小盘,trend6,-7.59,-31.22,8.58,-2.58,10,true,
W2,A,000725,"京东方A",A中盘,trend5,1.23,-3.64,3.39,-0.86,4,true,
W1,A,688981,"中芯国际",A小盘,trend6,20.16,-34.11,10.57,-2.61,12,true,
W2,A,300274,"阳光电源",A小盘,trend2,140.28,2.31,4.19,0.34,4,true,
W2,A,688981,"中芯国际",A小盘,trend,56.57,40.69,5.56,1.94,8,true,
W2,A,688111,"金山办公",A小盘,trend,5.46,-1.25,9.01,-0.13,8,true,
W2,A,000725,"京东方A",A中盘,trend6,1.23,-5.56,3.39,-1.68,6,true,
W2,A,688111,"金山办公",A小盘,trend2,5.46,2.03,4.27,0.37,8,true,
W2,A,300274,"阳光电源",A小盘,trend3,140.28,149.95,0.00,3.92,2,true,
W2,A,688981,"中芯国际",A小盘,trend2,56.57,30.47,2.70,1.72,8,true,
W2,A,300274,"阳光电源",A小盘,trend5,140.28,108.57,2.09,3.43,4,true,
W3,A,000725,"京东方A",A中盘,trend,-3.89,-8.99,9.76,-1.22,16,true,
W2,A,688111,"金山办公",A小盘,trend3,5.46,-6.12,6.12,-0.45,2,true,
W3,A,000725,"京东方A",A中盘,trend2,-3.89,-0.74,0.74,-1.47,2,true,
W2,A,688981,"中芯国际",A小盘,trend3,56.57,31.55,2.40,1.73,4,true,
W2,A,300274,"阳光电源",A小盘,trend6,140.28,108.57,2.09,3.43,4,true,
W2,A,688981,"中芯国际",A小盘,trend5,56.57,13.64,0.94,0.98,4,true,
W2,A,688111,"金山办公",A小盘,trend5,5.46,-17.61,10.43,-2.40,4,true,
W3,A,000725,"京东方A",A中盘,trend3,-3.89,-12.30,6.63,-2.09,4,true,
W2,A,688111,"金山办公",A小盘,trend6,5.46,-17.61,10.43,-2.40,4,true,
W3,A,300274,"阳光电源",A小盘,trend,-16.53,-10.44,4.64,-2.25,6,true,
W2,A,688981,"中芯国际",A小盘,trend6,56.57,13.64,0.94,0.98,4,true,
W3,A,300274,"阳光电源",A小盘,trend2,-16.53,-2.77,4.74,-0.24,6,true,
W3,A,000725,"京东方A",A中盘,trend5,-3.89,-12.72,7.92,-3.09,4,true,
W3,A,688111,"金山办公",A小盘,trend,-23.07,-4.57,6.88,-0.30,10,true,
W3,A,000725,"京东方A",A中盘,trend6,-3.89,-8.88,5.06,-2.42,4,true,
W3,A,688981,"中芯国际",A小盘,trend,-33.10,3.44,0.00,0.76,2,true,
W3,A,300274,"阳光电源",A小盘,trend3,-16.53,1.76,0.00,0.27,2,true,
W3,A,688981,"中芯国际",A小盘,trend2,-33.10,-10.77,4.86,-2.94,6,true,
W3,A,688111,"金山办公",A小盘,trend2,-23.07,-18.00,9.21,-4.43,6,true,
W4,A,000725,"京东方A",A中盘,trend,48.06,21.61,5.17,1.36,14,true,
W3,A,688111,"金山办公",A小盘,trend3,-23.07,-2.49,2.49,-0.10,2,true,
W3,A,300274,"阳光电源",A小盘,trend5,-16.53,1.47,0.00,0.25,2,true,
W3,A,688981,"中芯国际",A小盘,trend3,-33.10,0.00,0.00,0.00,0,true,
W3,A,300274,"阳光电源",A小盘,trend6,-16.53,6.10,0.00,0.56,2,true,
W4,A,000725,"京东方A",A中盘,trend2,48.06,27.09,0.50,1.76,6,true,
W3,A,688111,"金山办公",A小盘,trend5,-23.07,-0.35,0.35,0.09,2,true,
W4,A,000725,"京东方A",A中盘,trend3,48.06,41.44,8.14,2.08,4,true,
W3,A,688981,"中芯国际",A小盘,trend5,-33.10,0.00,0.00,0.00,0,true,
W4,A,300274,"阳光电源",A小盘,trend,-9.55,5.31,4.64,0.69,6,true,
W3,A,688111,"金山办公",A小盘,trend6,-23.07,-13.44,6.88,-1.95,6,true,
W4,A,000725,"京东方A",A中盘,trend5,48.06,-12.02,7.92,-0.96,8,true,
W3,A,688981,"中芯国际",A小盘,trend6,-33.10,0.00,0.00,0.00,0,true,
W4,A,688111,"金山办公",A小盘,trend,-44.96,-7.63,4.63,-2.29,4,true,
W4,A,000725,"京东方A",A中盘,trend6,48.06,-9.28,5.06,-0.71,8,true,
W4,A,688981,"中芯国际",A小盘,trend,10.36,4.56,0.00,0.47,2,true,
W4,A,688111,"金山办公",A小盘,trend2,-44.96,-6.76,6.76,-1.98,2,true,
W4,A,300274,"阳光电源",A小盘,trend2,-9.55,6.28,11.44,0.66,10,true,
W4,A,688111,"金山办公",A小盘,trend3,-44.96,0.00,0.00,0.00,0,true,
W1,A,688012,"中微公司",A小盘,trend,-5.27,-1.24,14.12,0.09,8,true,
W4,A,688981,"中芯国际",A小盘,trend2,10.36,7.15,5.09,0.62,4,true,
W1,A,688012,"中微公司",A小盘,trend2,-5.27,-22.38,17.00,-2.63,6,true,
W4,A,300274,"阳光电源",A小盘,trend3,-9.55,-16.48,16.48,-2.59,2,true,
W4,A,688111,"金山办公",A小盘,trend5,-44.96,0.00,0.00,0.00,0,true,
