window,market,code,name,cat,strategy,priceChange,return,maxDrawdown,sharpe,tradeCount,ok,err
W3,HK,00700,"腾讯控股",港股,trend5,-25.60,-10.36,5.54,-3.05,4,true,
W3,HK,09988,"阿里巴巴-W",港股,trend5,-31.72,-9.67,9.67,-2.40,2,true,
W3,HK,00700,"腾讯控股",港股,trend6,-25.60,-6.70,3.70,-2.27,4,true,
W3,HK,03690,"美团-W",港股,trend5,-21.35,-6.55,6.55,-2.16,2,true,
W4,A,159928,"消费ETF",ETF,trend5,-22.70,0.00,0.00,0.00,0,true,
W3,HK,03690,"美团-W",港股,trend6,-21.35,-4.17,4.17,-1.62,2,true,
W3,HK,09988,"阿里巴巴-W",港股,trend6,-31.72,-9.67,9.67,-2.40,2,true,
W4,HK,00700,"腾讯控股",港股,trend,-30.89,-0.88,0.88,-0.69,2,true,
W4,HK,09988,"阿里巴巴-W",港股,trend,-35.25,-5.75,4.17,-0.79,8,true,
W4,A,159928,"消费ETF",ETF,trend6,-22.70,0.00,0.00,0.00,0,true,
W4,HK,03690,"美团-W",港股,trend,-32.58,-9.17,5.59,-2.31,4,true,
W1,HK,00388,"香港交易所",港股,trend,3.63,-16.11,10.50,-1.19,14,true,
W4,HK,00700,"腾讯控股",港股,trend2,-30.89,-9.92,7.24,-1.82,8,true,
W4,HK,09988,"阿里巴巴-W",港股,trend2,-35.25,-1.74,1.74,-0.30,2,true,
W4,HK,00700,"腾讯控股",港股,trend3,-30.89,0.00,0.00,0.00,0,true,
W4,HK,03690,"美团-W",港股,trend2,-32.58,0.00,0.00,0.00,0,true,
W1,HK,00388,"香港交易所",港股,trend2,3.63,-6.58,13.63,-0.34,6,true,
W4,HK,03690,"美团-W",港股,trend3,-32.58,0.00,0.00,0.00,0,true,
W4,HK,09988,"阿里巴巴-W",港股,trend3,-35.25,-8.77,8.77,-2.44,2,true,
W4,HK,00700,"腾讯控股",港股,trend5,-30.89,0.00,0.00,0.00,0,true,
W4,HK,09988,"阿里巴巴-W",港股,trend5,-35.25,0.00,0.00,0.00,0,true,
W1,HK,00388,"香港交易所",港股,trend3,3.63,-19.76,13.63,-1.22,6,true,
W4,HK,03690,"美团-W",港股,trend5,-32.58,0.00,0.00,0.00,0,true,
W1,HK,00388,"香港交易所",港股,trend5,3.63,-20.87,8.80,-1.49,8,true,
W4,HK,00700,"腾讯控股",港股,trend6,-30.89,0.00,0.00,0.00,0,true,
W4,HK,09988,"阿里巴巴-W",港股,trend6,-35.25,0.00,0.00,0.00,0,true,
W1,HK,02020,"安踏体育",港股,trend,-8.63,-8.80,10.99,-0.54,14,true,
W4,HK,03690,"美团-W",港股,trend6,-32.58,0.00,0.00,0.00,0,true,
W1,HK,00388,"香港交易所",港股,trend6,3.63,-22.99,8.58,-1.76,10,true,
W1,HK,09999,"网易-S",港股,trend,7.94,-5.53,12.09,-0.41,18,true,
W1,HK,00941,"中国移动",港股,trend,14.99,-2.00,5.19,-0.26,12,true,
W1,HK,02020,"安踏体育",港股,trend2,-8.63,-14.61,10.30,-1.12,10,true,
W1,HK,00941,"中国移动",港股,trend2,14.99,2.76,1.19,1.46,4,true,
W2,HK,00388,"香港交易所",港股,trend,27.89,-0.57,11.03,0.00,26,true,
W1,HK,09999,"网易-S",港股,trend2,7.94,-9.73,12.09,-0.93,6,true,
W2,HK,00388,"香港交易所",港股,trend2,27.89,16.45,3.64,2.17,6,true,
W1,HK,02020,"安踏体育",港股,trend3,-8.63,-13.98,15.16,-0.84,4,true,
W1,HK,00941,"中国移动",港股,trend3,14.99,11.85,0.00,2.14,2,true,
W1,HK,02020,"安踏体育",港股,trend5,-8.63,-6.80,5.25,-0.49,4,true,
W1,HK,09999,"网易-S",港股,trend3,7.94,3.79,2.33,0.46,4,true,
W2,HK,00388,"香港交易所",港股,trend3,27.89,-0.55,12.30,0.03,4,true,
W1,HK,09999,"网易-S",港股,trend5,7.94,-1.25,1.06,-0.08,6,true,
W1,HK,00941,"中国移动",港股,trend5,14.99,9.37,0.40,1.78,4,true,
W1,HK,02020,"安踏体育",港股,trend6,-8.63,-4.72,5.25,-0.30,4,true,
W1,HK,00941,"中国移动",港股,trend6,14.99,7.14,0.00,1.41,4,true,
W2,HK,00388,"香港交易所",港股,trend5,27.89,-5.72,4.15,-0.63,6,true,
W1,HK,09999,"网易-S",港股,trend6,7.94,2.64,2.09,0.42,6,true,
W2,HK,00388,"香港交易所",港股,trend6,27.89,-7.41,4.46,-0.93,8,true,
W2,HK,02020,"安踏体育",港股,trend,8.53,-9.69,2.22,-1.28,14,true,
W2,HK,00941,"中国移动",港股,trend,0.84,-2.66,7.89,-0.55,14,true,
W2,HK,02020,"安踏体育",港股,trend2,8.53,8.04,3.38,1.40,6,true,
W2,HK,09999,"网易-S",港股,trend,47.45,-3.11,17.81,0.01,18,true,
W3,HK,00388,"香港交易所",港股,trend,-9.98,-2.84,2.70,-1.07,4,true,
W2,HK,09999,"网易-S",港股,trend2,47.45,6.18,4.27,0.95,8,true,
W2,HK,00941,"中国移动",港股,trend2,0.84,-0.46,0.46,-0.80,2,true,
W2,HK,02020,"安踏体育",港股,trend3,8.53,-12.75,9.15,-1.33,4,true,
W2,HK,00941,"中国移动",港股,trend3,0.84,1.64,4.07,0.38,4,true,
W3,HK,00388,"香港交易所",港股,trend2,-9.98,-4.65,2.79,-2.04,6,true,
W2,HK,09999,"网易-S",港股,trend3,47.45,8.40,17.81,0.63,6,true,
W3,HK,00388,"香港交易所",港股,trend3,-9.98,-5.65,5.65,-2.20,2,true,
W2,HK,02020,"安踏体育",港股,trend5,8.53,-8.86,8.43,-0.96,4,true,
W2,HK,00941,"中国移动",港股,trend5,0.84,-0.93,5.40,-0.15,4,true,
W2,HK,02020,"安踏体育",港股,trend6,8.53,-15.70,8.43,-2.20,8,true,
W2,HK,09999,"网易-S",港股,trend5,47.45,7.45,17.81,0.58,6,true,
W3,HK,00388,"香港交易所",港股,trend5,-9.98,-3.92,3.92,-1.62,2,true,
W2,HK,09999,"网易-S",港股,trend6,47.45,8.08,18.01,0.62,8,true,
W2,HK,00941,"中国移动",港股,trend6,0.84,0.12,7.56,0.07,6,true,
W3,HK,02020,"安踏体育",港股,trend,-16.52,-1.00,3.91,-0.22,4,true,
W3,HK,00388,"香港交易所",港股,trend6,-9.98,-3.42,3.42,-1.42,2,true,
W3,HK,09999,"网易-S",港股,trend,-23.43,-4.19,4.02,-1.17,4,true,
W3,HK,00941,"中国移动",港股,trend,-5.95,0.06,0.00,0.06,2,true,
W3,HK,02020,"安踏体育",港股,trend2,-16.52,0.27,2.15,0.12,8,true,
W4,HK,00388,"香港交易所",港股,trend,-12.84,-3.00,2.70,-0.97,10,true,
W3,HK,02020,"安踏体育",港股,trend3,-16.52,0.00,0.00,0.00,0,true,
W3,HK,09999,"网易-S",港股,trend2,-23.43,-7.08,2.54,-1.46,8,true,
W3,HK,00941,"中国移动",港股,trend2,-5.95,-0.27,2.68,-0.11,8,true,
W3,HK,09999,"网易-S",港股,trend3,-23.43,0.00,0.00,0.00,0,true,
W4,HK,00388,"香港交易所",港股,trend2,-12.84,-3.15,1.91,-1.66,6,true,
W3,HK,02020,"安踏体育",港股,trend5,-16.52,0.00,0.00,0.00,0,true,
W4,HK,00388,"香港交易所",港股,trend3,-12.84,-9.90,5.65,-3.27,4,true,
W3,HK,00941,"中国移动",港股,trend3,-5.95,0.00,0.00,0.00,0,true,
W3,HK,09999,"网易-S",港股,trend5,-23.43,0.00,0.00,0.00,0,true,
W3,HK,00941,"中国移动",港股,trend5,-5.95,0.00,0.00,0.00,0,true,
W3,HK,02020,"安踏体育",港股,trend6,-16.52,0.00,0.00,0.00,0,true,
W4,HK,00388,"香港交易所",港股,trend5,-12.84,-3.92,3.92,-1.75,2,true,
W4,HK,02020,"安踏体育",港股,trend,-10.52,-0.71,3.91,-0.11,6,true,
W3,HK,09999,"网易-S",港股,trend6,-23.43,0.00,0.00,0.00,0,true,
W3,HK,00941,"中国移动",港股,trend6,-5.95,0.00,0.00,0.00,0,true,
W4,HK,09999,"网易-S",港股,trend,-15.86,-3.69,3.83,-0.92,6,true,
W4,HK,00388,"香港交易所",港股,trend6,-12.84,-3.42,3.42,-1.53,2,true,
W4,HK,02020,"安踏体育",港股,trend2,-10.52,4.48,0.00,2.19,2,true,
W4,HK,00941,"中国移动",港股,trend,-1.29,5.36,2.04,2.35,4,true,
W4,HK,09999,"网易-S",港股,trend2,-15.86,-10.95,3.58,-2.70,8,true,
W4,HK,02020,"安踏体育",港股,trend3,-10.52,0.00,0.00,0.00,0,true,
W4,HK,00941,"中国移动",港股,trend2,-1.29,-0.82,0.82,-1.56,2,true,
W4,HK,09999,"网易-S",港股,trend3,-15.86,0.63,0.00,0.19,2,true,
W4,HK,02020,"安踏体育",港股,trend5,-10.52,0.00,0.00,0.00,0,true,
W4,HK,00941,"中国移动",港股,trend3,-1.29,1.60,0.00,0.55,2,true,
W4,HK,09999,"网易-S",港股,trend5,-15.86,-3.59,3.59,-0.86,2,true,
W4,HK,02020,"安踏体育",港股,trend6,-10.52,0.00,0.00,0.00,0,true,
W4,HK,00941,"中国移动",港股,trend5,-1.29,0.73,0.00,0.27,2,true,
W4,HK,09999,"网易-S",港股,trend6,-15.86,-3.59,3.59,-0.86,2,true,
W4,HK,00941,"中国移动",港股,trend6,-1.29,4.16,0.00,1.78,2,true,
